budget,homepage,movie_id,movie_status,popularity,release_date,release_year,revenue,runtime,tagline,title,vote_average,vote_count
53000000,null,22803,Released,49.59398,2009-10-15,2009,126690726,109,The System Must Pay.,Law Abiding Citizen,7.2,1486
35000000,null,768,Released,26.134678,2001-10-19,2001,74558115,122,Only the legend will survive.,From Hell,6.6,741
5000000,null,78394,Released,4.498368,2010-05-14,2010,4074023,41,The T-Rex of the Seas come alive.,Sea Rex 3D: Journey to a Prehistoric World,5.9,11
3000000,null,23531,Released,2.144354,2000-09-01,2000,0,82,Never underestimate the power of a woman.,Whipped,3.1,11
1500000,null,4174,Released,11.145915,1945-12-28,1945,7000000,111,The maddest love that ever possessed a woman.,Spellbound,7.3,160
0,null,11137,Released,17.943945,2004-03-28,2004,0,111,Finding your inner princess can be such a royal pain.,The Prince & Me,5.9,278
0,null,2054,Released,6.775294,1995-12-29,1995,106269971,137,Of All the Lives He Changed, the One That Changed the Most Was His Own.,Mr. Holland's Opus,6.9,113
70000000,null,10550,Released,8.37378,2002-09-20,2002,19924033,91,null,Ballistic: Ecks vs. Sever,4.3,97
28000000,https://www.uphe.com/movies/bring-it-on,1588,Released,14.754281,2000-08-25,2000,90449929,98,May the best moves win.,Bring It On,5.8,568
20000000,http://www.brothersbloom.com/,21755,Released,10.218307,2008-09-09,2008,5530764,114,They'd never let the truth come between them.,The Brothers Bloom,6.8,203
19000000,http://www.sausagepartymovie.com,223702,Released,66.24274,2016-07-11,2016,140752617,83,Always use condiments,Sausage Party,5.6,2238
18000000,http://www.boratmovie.com/,496,Released,29.487783,2006-11-01,2006,261572744,82,Come to Kazakhstan, it's nice!,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
13000000,http://theconjuring.warnerbros.com,138843,Released,49.97541,2013-07-18,2013,318000141,112,Based on the true case files of the Warrens,The Conjuring,7.4,3092
750000,http://www.mandylane.co.uk,9022,Released,12.284939,2008-02-15,2008,0,90,Everyone is dying to be with her. Someone is killing for it.,All the Boys Love Mandy Lane,5.7,209
0,http://www.tradeofinnocentsthemovie.com/,135595,Released,2.204138,2012-09-27,2012,0,91,Justice needs a hero,Trade Of Innocents,5.5,12
90000000,null,5175,Released,35.814766,2001-08-03,2001,347325802,90,Get ready for a second Rush!,Rush Hour 2,6.4,1054
60000000,null,9620,Released,29.018826,2003-12-25,2003,96269812,119,Remember the future.,Paycheck,5.9,581
55000000,null,1924,Released,48.50708,1978-12-13,1978,300218018,143,You'll Believe a Man Can Fly!,Superman,6.9,1022
29000000,null,10307,Released,14.993169,1999-09-10,1999,50041732,103,The messenger must be silenced.,Stigmata,6.0,242
25000000,null,12211,Released,11.782725,2000-09-01,2000,15843608,87,It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.,Highlander: Endgame,4.4,104
24000000,null,2621,Released,5.771479,2000-04-07,2000,36609995,115,A comedy straight from the heart,Return to Me,6.1,67
20000000,null,68812,Released,19.494703,2012-09-01,2012,1969193,105,Loving husband. Devoted father. Ruthless killer.,The Iceman,6.4,365
20000000,null,8326,Released,22.001408,2003-04-18,2003,0,117,Some secrets are too big to keep hidden.,Holes,6.7,383
18000000,null,9587,Released,16.418638,1994-12-21,1994,0,115,The story that has lived in our hearts for generations, now comes to the screen for the holidays.,Little Women,7.0,215
12000000,null,10944,Released,10.536092,2003-09-09,2003,23,119,Everything you know about desire is dead wrong.,In the Cut,4.6,89
6000000,null,1523,Released,26.286955,2006-09-01,2006,48027970,121,Charming. Magnetic. Murderous.,The Last King of Scotland,7.4,558
1000000,null,113947,Released,9.115486,2012-05-02,2012,9138338,98,The festival hit of the year!,The Sessions,6.6,179
0,http://www.hallmarkchannel.com/signedsealeddelivered,231617,Released,1.444476,2013-10-13,2013,0,120,null,Signed, Sealed, Delivered,7.0,6
0,null,19615,Released,1.546169,2009-01-01,2009,0,95,It's about the music,Flying By,7.0,2
0,null,12207,Released,15.046612,1994-02-03,1994,0,102,He's got a secret weapon with a lot of kick.,醉拳二,7.2,242
0,null,355629,Released,0.021678,2013-10-27,2013,0,98,null,La Navaja De Don Juan,0.0,0
40000000,http://www.loveactually.com/,508,Released,37.073128,2003-09-07,2003,244931766,135,The ultimate romantic comedy.,Love Actually,7.0,1869
38000000,http://howtobesinglemovie.com/,259694,Released,46.07837,2016-01-21,2016,112343513,110,Welcome to the party,How to Be Single,5.9,1201
35000000,http://www.fwb-movie.com/,50544,Released,40.52659,2011-07-21,2011,150483765,109,Some friends come with a happy ending.,Friends with Benefits,6.5,2237
20000000,http://50shadesofblackmovie.com/,351819,Released,14.947588,2016-01-28,2016,21164799,92,Way shadier than gray.,Fifty Shades of Black,4.3,331
15000000,http://www.foxsearchlight.com/neverletmego/,42188,Released,30.983397,2010-09-15,2010,9455232,104,These students have everything they need. Except time.,Never Let Me Go,6.8,737
10000000,http://www.sinistermovie.com/,283445,Released,26.090494,2015-08-19,2015,52882018,97,Be careful, children at play.,Sinister 2,5.4,581
10000000,http://movies.break.com/saw4/,663,Released,29.244768,2007-10-25,2007,139352633,93,You think it is over...but the games have just begun,Saw IV,5.9,903
4500000,http://www.afterlifethefilm.com/,36419,Released,14.570359,2010-04-09,2010,3606395,104,Life is the symptom. Death is the cure.,After.Life,5.4,251
150000000,null,1724,Released,62.898335,2008-06-12,2008,163712074,114,You'll like him when he's angry.,The Incredible Hulk,6.1,3021
90000000,null,2112,Released,17.457947,1999-02-05,1999,161626121,100,No More Mr. Nice Guy.,Payback,6.7,548
45000000,null,1577,Released,29.880121,2004-09-10,2004,129394835,94,You're all going to die.,Resident Evil: Apocalypse,6.1,1267
26000000,null,9800,Released,44.301746,1993-12-22,1993,206678440,125,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,988
25000000,null,293646,Released,10.699952,2015-08-06,2015,24902723,120,Hope Runs Deep,The 33,6.0,378
20000000,null,526,Released,14.370111,1985-03-27,1985,18432000,121,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,6.8,260
18000000,null,106,Released,50.009407,1987-06-11,1987,98235548,107,If it bleeds, we can kill it...,Predator,7.3,2093
12806000,null,1913,Released,17.363739,2004-09-03,2004,38535221,125,Sensitive Drama About a Polemic Theme,Mar adentro,7.2,219
11000000,null,1587,Released,33.282795,1993-12-17,1993,30000000,118,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,919
6000000,http://www.sonyclassics.com/thewackness/,13990,Released,7.161051,2008-07-03,2008,2899975,99,null,The Wackness,6.2,94
0,http://www.anneofgreengables.com/,17663,Released,8.772574,1985-12-01,1985,0,199,null,Anne of Green Gables,8.2,68
0,null,9043,Released,14.190837,2005-12-14,2005,0,103,Feel The Love,The Family Stone,6.2,249
22000000,null,38031,Released,12.4654,2010-05-23,2010,0,98,null,You Will Meet a Tall Dark Stranger,5.8,251
0,null,31163,Released,0.258413,2005-04-22,2005,0,90,null,Chicken Tikka Masala,3.5,5
0,null,18713,Released,1.735462,1995-02-03,1995,0,82,null,The Jerky Boys,4.8,10
60000000,http://www.themortalinstrumentsmovie.com/,123553,Released,45.51403,2013-08-21,2013,90565421,130,You have been chosen,The Mortal Instruments: City of Bones,6.2,1602
60000000,http://www.jackreachermovie.com/,75780,Released,56.8684,2012-12-20,2012,218340595,130,The Law Has Limits. He Does Not.,Jack Reacher,6.3,2998
53000000,http://angeleyesmovie.warnerbros.com/index_noflash.html,5852,Released,6.454634,2001-05-15,2001,29700000,102,The deeper you look, the more you will find.,Angel Eyes,5.6,88
30000000,http://www.paramount.com/movies/hunt-red-october,1669,Released,46.212154,1990-03-02,1990,199200000,134,Invisible. Silent. Stolen.,The Hunt for Red October,7.2,957
27000000,http://www.sonypictures.com/movies/pineappleexpress/,10189,Released,41.832394,2008-08-06,2008,101624843,111,Put this in your pipe and smoke it.,Pineapple Express,6.6,1148
18000000,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,1891,Released,78.51783,1980-05-17,1980,538400000,124,The Adventure Continues...,The Empire Strikes Back,8.2,5879
17000000,http://theapparition.warnerbros.com,79694,Released,6.385234,2012-08-23,2012,9627492,82,Once You Believe You Die,The Apparition,4.5,140
0,http://www.newline.com/properties/americansplendor.html,2771,Released,7.792851,2003-08-15,2003,6003587,101,Ordinary life is pretty complex stuff,American Splendor,7.1,120
150000000,null,605,Released,73.31392,2003-11-05,2003,424988211,129,Everything that has a beginning has an end.,The Matrix Revolutions,6.4,3096
50000000,null,2116,Released,14.993459,2003-10-03,2003,55495563,105,The Clock Is Ticking...,Out of Time,6.1,298
26000000,null,8011,Released,7.964451,1994-11-29,1994,36800000,99,Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.,Highlander III: The Sorcerer,4.5,110
20000000,null,15644,Released,9.149089,2004-09-03,2004,16605763,84,One good shot deserves another.,Paparazzi,5.8,52
20000000,null,7299,Released,44.56661,2002-12-06,2002,5359645,107,In a future where freedom is outlawed, outlaws will become heroes.,Equilibrium,6.9,1552
15000000,null,9424,Released,9.378688,1998-07-24,1998,17507368,84,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,Disturbing Behavior,5.5,104
14000000,null,24940,Released,4.66723,2001-02-02,2001,10424470,86,Unleash your inner model.,Head Over Heels,5.3,73
200000,null,43595,Released,0.622752,1933-02-09,1933,2200000,66,Mae West gives a 'Hot Time' to the nation!,She Done Him Wrong,5.1,27
7,null,13006,Released,4.857028,1992-05-01,1992,5,90,He's seen the future. Now he has to kill it.,Split Second,5.7,63
0,null,38940,Released,1.734764,1994-09-04,1994,0,103,Killers for hire are paid for what they can do, not for what they believe... until today.,Men of War,5.4,29
0,http://www.walmartmovie.com/,29595,Released,1.404175,2005-11-04,2005,0,98,null,Wal-Mart: The High Cost of Low Price,6.9,24
0,null,11232,Released,11.940711,2001-12-25,2001,0,118,If they lived in the same century they'd be perfect for each other.,Kate & Leopold,6.0,418
7000000,null,30128,Released,7.155519,2009-09-25,2009,1429299,106,null,I Hope They Serve Beer in Hell,5.7,20
3200000,null,39037,Released,2.631688,2009-04-25,2009,0,90,null,The Good Guy,5.4,59
3000000,null,192210,Released,2.680629,2013-04-12,2013,0,85,null,Open Road,5.2,18
0,null,13066,Released,1.742383,2006-01-01,2006,0,80,null,I Want Someone to Eat Cheese With,5.7,12
50000000,http://movies.disney.com/into-the-woods/,224141,Released,65.90161,2014-12-25,2014,212902372,125,Be careful what you wish for...,Into the Woods,5.6,1652
10000000,http://www.gentlemenbroncos.com/,22820,Released,3.193777,2009-09-30,2009,0,89,Oinus, Ainous, Anous, Odious.,Gentlemen Broncos,6.2,51
10000000,http://while-were-young.com/,252512,Released,19.263477,2015-04-03,2015,7587485,97,Life Never Gets Old.,While We're Young,5.8,383
1987650,http://www.experienceburied.com/index.html,26388,Released,32.84123,2010-09-24,2010,19152480,94,170,000 sq miles of desert. 90 minutes of oxygen. No way out.,Buried,6.6,827
0,https://www.facebook.com/closerangemovie/,325173,Released,5.485217,2015-12-11,2015,0,80,Colton MacReady...is coming home.,Close Range,4.9,54
0,http://www.tigerorangemovie.com/,294086,Released,0.176377,2014-07-26,2014,0,75,Do We Stand Out or Do We Fit In?,Tiger Orange,6.4,4
0,http://www.51birchstreet.com/index.php,79161,Released,0.049921,2006-10-18,2006,0,90,Do you really want to know your parents?,51 Birch Street,6.8,6
45000000,null,9457,Released,6.513856,1998-01-30,1998,11203026,106,Full Scream Ahead,Deep Rising,6.0,154
20000000,http://www.tempest-themovie.com/,44638,Released,3.620537,2010-12-10,2010,346594,110,null,The Tempest,6.0,31
18000000,null,193613,Released,7.871686,2013-09-25,2013,7972967,93,Experience Metallica like never before,Metallica: Through the Never,6.7,83
10000000,null,25520,Released,3.007816,2000-09-23,2000,5164404,140,When a woman has the beauty men admire and women envy...it is wise to tread carefully.,The House of Mirth,6.4,25
0,null,13778,Released,10.149569,2003-09-05,2003,0,98,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,5.1,64
0,null,4816,Released,18.223139,1999-09-13,1999,0,116,All assassins live beyond the law … only one follows the code,Ghost Dog: The Way of the Samurai,7.2,298
35000000,null,11876,Released,2.877488,1995-09-20,1995,15000000,135,null,Le Hussard sur le toit,6.7,25
3800000,null,29715,Released,3.490215,1965-04-07,1965,14873,123,null,Major Dundee,6.2,38
3000000,null,260947,Released,1.968679,2014-04-04,2014,0,95,null,Something Wicked,4.6,16
80000000,http://www.missionimpossible.com/,954,Released,75.291,1996-05-22,1996,457696359,110,Expect the Impossible.,Mission: Impossible,6.7,2631
40000000,http://wwws.warnerbros.de/theprestige/,1124,Released,74.440704,2006-10-19,2006,109676311,130,Are You Watching Closely?,The Prestige,8.0,4391
40000000,http://corpsebridemovie.warnerbros.com/,3933,Released,43.571613,2005-09-09,2005,117195061,77,There's been a grave misunderstanding.,Corpse Bride,7.2,1894
16000000,http://www.miraclesfromheaven-movie.com/,339984,Released,10.248439,2016-03-17,2016,77000000,117,How do we explain the impossible?,Miracles from Heaven,6.7,186
12000000,http://www.larsandtherealgirl-themovie.com/,6615,Released,15.817096,2007-10-12,2007,11293663,106,The search for true love begins outside the box.,Lars and the Real Girl,7.1,509
5000000,http://www.springbreakersmovie.com/,122081,Released,62.554173,2013-01-24,2013,31724284,94,A little sun can bring out your dark side.,Spring Breakers,5.0,1551
140000000,null,5174,Released,22.57178,2007-08-08,2007,258022233,91,The Rush Is On!,Rush Hour 3,6.1,783
70000000,null,188207,Released,25.020428,2014-01-10,2014,61279452,99,Every Man Has a Destiny,The Legend of Hercules,4.4,533
60000000,null,9713,Released,9.265672,1998-10-08,1998,0,114,The Comedy Where Nothing's Sacred!,Holy Man,4.9,111
51000000,null,9907,Released,10.430832,2006-08-04,2006,72779000,90,What happens in the barn stays in the barn,Barnyard,5.3,225
50000000,null,11892,Released,16.167093,2002-04-19,2002,56714147,120,The only flaw in their plan was her.,Murder by Numbers,6.0,268
30000000,null,2907,Released,37.179546,1991-11-22,1991,191502426,99,Weird Is Relative,The Addams Family,6.7,848
28000000,null,15373,Released,24.917665,2008-02-03,2008,92380927,99,They're about to get more than they plea-bargained for.,Role Models,6.4,564
8000000,null,13197,Released,3.942464,2006-02-19,2006,143451,107,The Intersection Where Family, Honor and Betrayal Collide.,10th & Wolf,6.3,24
0,http://www.bgirlmovie.com/,26837,Released,0.631571,2009-07-29,2009,0,84,null,B-Girl,5.5,7
0,null,24071,Released,4.310168,1999-09-24,1999,0,112,Some towns have all the fun.,Mumford,6.3,26
0,null,13908,Released,4.382761,2002-08-02,2002,0,80,He can get into any disguise... getting out is another story.,The Master of Disguise,3.7,78
0,null,11191,Released,6.379933,1988-10-13,1988,0,104,A Romantic Comedy With The Works,Mystic Pizza,5.9,123
50000000,null,12220,Released,6.22577,1999-10-13,1999,58900031,95,null,The Story of Us,5.9,75
0,null,310706,Released,0.126738,2009-05-13,2009,0,100,null,Black Water Transit,0.0,0
0,null,26665,Released,1.068819,2000-07-05,2000,0,113,null,Aberdeen,7.0,6
250000000,http://www.thedarkknightrises.com/,49026,Released,112.31295,2012-07-16,2012,1084939099,165,The Legend Ends,The Dark Knight Rises,7.6,9106
150000000,http://www.masterandcommanderthefarsideoftheworld.com/,8619,Released,36.97303,2003-11-14,2003,212011111,138,The courage to do the impossible lies in the hearts of men.,Master and Commander: The Far Side of the World,6.9,790
115000000,http://www.thehuntsmanmovie.com/,290595,Released,60.467983,2016-04-06,2016,164602163,114,The story before Snow White,The Huntsman: Winter's War,6.0,1523
100000000,http://www.theotherguys-movie.com/,27581,Released,24.399643,2010-08-06,2010,170432927,107,When the cops are busy... Our only hope is...,The Other Guys,6.1,1383
37000000,http://www.magnoliamovie.com/,334,Released,30.993736,1999-12-08,1999,48451803,188,Things fall down. People look up. And when it rains, it pours.,Magnolia,7.5,825
20000000,http://8x.com/onenight/main.html,15005,Released,3.476925,2006-10-13,2006,13391174,123,Feel The Touch Of Destiny,One Night with the King,6.1,12
16000000,http://www.thingswelostinthefiremovie.com/,3877,Released,8.842869,2007-09-26,2007,2849142,113,Hope comes with letting go.,Things We Lost in the Fire,6.7,90
12000000,http://www.sonypictures.com/movies/thinklikeaman/,67660,Released,6.035152,2012-04-16,2012,96070507,122,Let the mind games begin.,Think Like a Man,6.9,281
6000000,http://www.roomthemovie.com,264644,Released,66.11334,2015-10-16,2015,35401758,117,Love knows no boundaries,Room,8.1,2757
75000000,null,3172,Released,24.353302,2001-10-12,2001,67631903,123,Two's company, three's a crime.,Bandits,6.2,302
41300000,null,2069,Released,23.441135,2000-02-18,2000,106371651,98,In the heart of suburbia, a hit man with heart has just moved in.,The Whole Nine Yards,6.2,531
35000000,null,14846,Released,6.246199,2004-08-06,2004,22034832,111,Have you ever been tempted to look inside his...,Little Black Book,5.2,112
